Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy
DSP Gilt Long Duration Fund - Regular Plan - IDCW,DSP Mutual Fund,Debt,Long Duration,Gilt,Moderate,2,8.46,6.88,3.68,0.73,529.21,799.31,13.3,5000,1000,Rajeev Thakkar,Passive
IDFC Dynamic Bond Long Duration Fund - Regular Plan - Growth,IDFC Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderate,2,4.05,6.71,4.75,0.67,26.29,4379.24,11.0,1500,500,Sailesh Raj Bhan,Active
ICICI Prudential Diversified Multi Cap Scheme - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Equity,Multi Cap,Diversified,High,4,25.93,29.71,25.98,0.99,592.94,2156.31,9.2,1500,5000,S. Nagnath,Blend
Bank of India Dynamic Bond Long Duration Fund - Direct Plan - IDCW,Bank of India Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderate,2,0.37,6.49,4.79,0.95,492.71,5863.19,10.8,1000,500,Vinay Sharma,Passive
Baroda BNP Paribas Corporate Bond Medium Duration Plan - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,2.66,5.68,0.88,0.84,325.6,2328.03,24.6,1000,5000,Shreyash Devalkar,Active
Tata Regular Savings Conservative Hybrid Plan - Regular Plan - Growth,Tata Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,2,7.37,10.8,,1.47,576.12,7636.74,2.8,500,1000,Niket Shah,Passive
Tata Banking & PSU Medium Duration Scheme - Regular Plan - IDCW,Tata Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,-1.0,6.72,4.08,0.5,96.59,342.67,19.1,1000,1000,Anish Tawakley,GARP
Kotak Mahindra Growth Mid Cap Plan - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Mid Cap,Growth,High,3,23.31,16.94,16.61,1.03,581.31,27597.11,9.9,100,5000,R. Srinivasan,GARP
HDFC Balanced Advantage Aggressive Hybrid Fund - Direct Plan - IDCW,HDFC Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,4,28.66,21.57,19.23,0.72,766.33,242.97,14.0,2500,500,Pranav Gokhale,GARP
ICICI Prudential Discovery Mid Cap Scheme - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,3,,27.67,25.34,1.81,136.68,927.94,18.4,500,5000,Chirag Setalvad,GARP
Mahindra Manulife Banking Sectoral Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Sectoral,Banking,Very High,4,21.96,19.92,23.41,0.96,655.34,800.12,7.4,2500,1000,R. Srinivasan,Value
Kotak Mahindra Dynamic Bond Long Duration Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderately High,3,0.41,6.58,8.72,0.5,147.89,8596.62,7.4,100,10000,Roshi Jain,Growth
ICICI Prudential Discovery Mid Cap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Mid Cap,Discovery,High,2,9.8,10.25,9.54,0.77,50.49,163.51,13.2,500,5000,Ajay Tyagi,Growth
HSBC Balanced Advantage Aggressive Hybrid Fund - Regular Plan - Growth,HSBC Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,4,23.5,17.73,12.83,1.75,278.4,42.88,11.0,1000,500,Chandraprakash Padiyar,Blend
Mahindra Manulife Equity Savings Aggressive Hybrid Plan - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,Moderately High,4,26.07,18.2,19.34,1.05,79.34,583.09,29.9,1500,10000,Rahul Baijal,Value
SBI Corporate Bond Medium Duration Fund - Direct Plan - Growth,SBI Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,2,6.31,7.8,8.28,0.96,139.8,336.53,23.9,1500,5000,Manish Gunwani,Blend
HDFC Emerging Small Cap Fund - Regular Plan - IDCW,HDFC Mutual Fund,Equity,Small Cap,Emerging,High,2,5.05,8.27,8.41,1.19,43.49,541.89,28.7,5000,1000,Chirag Setalvad,Blend
Axis Nifty 50 Index Fund Fund - Direct Plan - Growth,Axis Mutual Fund,Other,Index Fund,Nifty 50,Moderate,2,15.61,11.91,12.7,0.19,215.64,19.69,9.1,500,5000,Sankaran Naren,Index
Edelweiss Regular Savings Conservative Hybrid Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Moderate,3,10.85,8.37,5.26,0.94,259.84,706.02,16.0,500,25000,Neelesh Surana,Value
JM Financial Balanced Dynamic Asset Allocation Scheme - Regular Plan - IDCW,JM Financial Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderately High,3,12.9,15.23,17.17,1.72,503.53,2129.03,3.6,1000,1000,Sohini Andani,Blend
IDFC Balanced Dynamic Asset Allocation Plan - Direct Plan - Growth,IDFC Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,10.36,12.2,,0.93,723.34,299.48,1.1,1000,25000,R. Srinivasan,Income
UTI Corporate Credit Risk Fund - Regular Plan - Growth,UTI Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,2,8.91,10.59,9.87,1.08,374.65,3242.71,3.6,2000,5000,Chandraprakash Padiyar,Passive
JM Financial Micro Cap Small Cap Plan - Regular Plan - Growth,JM Financial Mutual Fund,Equity,Small Cap,Micro Cap,Very High,5,24.75,19.81,17.5,2.0,51.53,1455.23,28.3,500,10000,Mahesh Patil,Active
Quant Banking & PSU Medium Duration Scheme - Regular Plan - IDCW,Quant Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,4,5.52,7.64,10.46,0.42,46.74,5362.6,22.8,1000,5000,Taher Badshah,Growth
DSP Corporate Bond Medium Duration Fund - Regular Plan - IDCW,DSP Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,1.37,7.29,10.7,0.85,527.92,686.18,14.3,500,5000,Niket Shah,Passive
IDFC Gold Fund of Funds Fund - Regular Plan - Growth,IDFC Mutual Fund,Other,Fund of Funds,Gold,High,3,20.25,17.94,16.66,1.04,463.75,101.26,12.5,500,5000,Chirag Setalvad,Active
Nippon India Money Market Short Duration Plan - Direct Plan - Growth,Nippon India Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,1,1.93,5.71,8.32,0.52,61.6,297.9,11.4,5000,1000,Taher Badshah,Passive
Nippon India Gift Children's Fund Plan - Regular Plan - IDCW,Nippon India Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,3,12.48,15.31,19.69,0.48,769.3,58.4,16.4,1000,5000,Dhaval Gada,Index
IDFC Regular Savings Conservative Hybrid Scheme - Direct Plan - Growth,IDFC Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Moderate,2,9.32,10.9,10.2,0.48,45.66,276.88,19.4,2500,1000,Manish Gunwani,GARP
Franklin Templeton Diversified Multi Cap Scheme - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity,Multi Cap,Diversified,High,3,24.77,24.14,,1.26,152.93,8614.51,14.1,2500,1000,Atul Kumar,Income
SBI Bluechip Large Cap Scheme - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,Bluechip,Moderate,4,17.47,22.48,24.87,1.02,367.36,719.43,25.6,2000,1000,Varun Goel,GARP
Invesco Equity Savings Aggressive Hybrid Plan - Regular Plan - Growth,Invesco Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,3,4.23,7.49,11.2,0.43,439.84,3462.28,22.9,2500,500,Chandraprakash Padiyar,Blend
Axis Balanced Advantage Aggressive Hybrid Plan - Direct Plan - IDCW,Axis Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,4,22.52,17.38,18.84,0.96,381.75,9409.57,21.6,500,5000,Rajeev Thakkar,GARP
Baroda BNP Paribas Multi Asset Dynamic Asset Allocation Fund - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderately High,3,6.74,9.27,13.58,1.21,149.74,2507.78,6.6,1000,5000,Swarup Mohanty,Income
SBI Income Conservative Hybrid Scheme - Direct Plan - Growth,SBI Mutual Fund,Hybrid,Conservative Hybrid,Income,Moderate,3,14.91,8.68,6.98,0.37,384.97,3257.55,8.5,5000,5000,Shreyash Devalkar,Value
Bandhan Equity Arbitrage Arbitrage Plan - Direct Plan - Growth,Bandhan Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,10.89,7.83,11.7,0.56,619.14,2277.81,15.5,500,10000,Rajeev Thakkar,Growth
Parag Parikh Corporate Bond Medium Duration Scheme - Direct Plan - Growth,Parag Parikh Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,2,3.85,7.8,10.9,0.97,376.47,3601.52,21.2,500,10000,Vetri Subramaniam,Passive
Motilal Oswal Equity Arbitrage Arbitrage Plan - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,7.4,6.65,10.47,0.56,56.39,2181.79,25.6,500,5000,Amit Ganatra,Index
JM Financial Infrastructure Sectoral Fund - Regular Plan - Growth,JM Financial Mutual Fund,Equity,Sectoral,Infrastructure,High,2,10.12,3.17,-0.35,2.12,659.98,4282.68,21.4,1000,25000,Niket Shah,Index
ICICI Prudential Banking Sectoral Scheme - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Sectoral,Banking,Very High,3,33.59,27.36,26.62,1.33,358.74,10531.48,6.5,5000,5000,Chandraprakash Padiyar,Index
Tata Gilt Long Duration Fund - Direct Plan - IDCW,Tata Mutual Fund,Debt,Long Duration,Gilt,Moderate,3,14.32,7.9,11.21,1.14,696.12,2361.67,26.1,100,5000,Mahesh Patil,Blend
Quantum Value Thematic Scheme - Direct Plan - Growth,Quantum Mutual Fund,Equity,Thematic,Value,High,5,29.56,27.84,26.64,0.5,544.72,622.05,20.6,2500,500,Vetri Subramaniam,Value
Axis Education Children's Fund Fund - Direct Plan - Growth,Axis Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,4,15.29,16.08,14.96,0.66,302.96,53.37,3.8,2500,5000,Anish Tawakley,Index
ICICI Prudential International Fund of Funds Fund - Regular Plan - Growth,ICICI Prudential Mutual Fund,Other,Fund of Funds,International,Moderate,4,6.8,12.76,11.29,0.96,430.05,1359.58,4.6,2000,1000,Chandraprakash Padiyar,Value
Mahindra Manulife Index Large Cap Scheme - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Large Cap,Index,Moderate,3,17.55,15.59,11.71,0.77,338.87,352.42,5.2,500,10000,Niket Shah,Blend
Tata Overnight Liquid Plan - Direct Plan - Growth,Tata Mutual Fund,Debt,Liquid,Overnight,Low,2,-3.92,3.34,3.54,0.2,83.54,3695.12,21.9,500,25000,Ashish Kela,Value
Bank of India Income Conservative Hybrid Scheme - Direct Plan - IDCW,Bank of India Mutual Fund,Hybrid,Conservative Hybrid,Income,Moderate,4,18.66,11.1,13.73,1.03,297.42,877.74,5.9,500,10000,Sailesh Raj Bhan,Value
Franklin Templeton 10Y Gilt Long Duration Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Debt,Long Duration,10Y Gilt,Moderately High,2,9.45,9.97,12.21,0.75,350.09,1342.66,11.3,1000,10000,Varun Goel,Value
Parag Parikh Equity Arbitrage Arbitrage Fund - Regular Plan - IDCW,Parag Parikh Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,13.63,7.5,4.78,0.92,278.51,21.64,9.6,500,5000,Vetri Subramaniam,Blend
Bandhan Balanced Advantage Aggressive Hybrid Scheme - Regular Plan - Growth,Bandhan Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,3,4.42,11.57,10.31,1.41,266.95,9860.6,22.1,1000,5000,Gopal Agrawal,Active
IDFC Education Children's Fund Fund - Regular Plan - IDCW,IDFC Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,2,6.42,,,0.88,573.4,6484.15,0.9,1000,5000,Dhaval Gada,Passive
Kotak Mahindra Bluechip Large Cap Scheme - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,5,26.33,23.6,25.92,1.52,628.32,435.73,29.5,2000,1000,Ajay Tyagi,GARP
Parag Parikh Dynamic Bond Long Duration Plan - Regular Plan - IDCW,Parag Parikh Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderate,1,1.91,5.22,7.16,1.13,149.55,17796.82,2.9,100,500,Rajeev Thakkar,Passive
Franklin Templeton Education Children's Fund Plan - Direct Plan - IDCW,Franklin Templeton Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,4,13.49,17.07,15.84,1.13,269.3,437.08,2.4,500,1000,Ajay Tyagi,Value
Quant Equity Arbitrage Arbitrage Plan - Direct Plan - Growth,Quant Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,11.28,4.66,3.34,0.74,186.52,659.6,7.6,1000,500,Ajay Tyagi,Growth
Bank of India Ultra Short Liquid Scheme - Regular Plan - Growth,Bank of India Mutual Fund,Debt,Liquid,Ultra Short,Low,3,9.54,5.24,7.82,0.37,363.71,1638.51,29.7,500,500,Amit Ganatra,Active
Mahindra Manulife Multi Asset Dynamic Asset Allocation Plan - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderately High,2,3.66,6.53,7.25,1.41,443.87,3942.87,23.7,500,500,Ankit Agarwal,Active
Sundaram ESG Thematic Scheme - Direct Plan - Growth,Sundaram Mutual Fund,Equity,Thematic,ESG,Moderately High,3,2.83,9.97,10.7,1.64,266.31,484.3,3.4,100,10000,Kalpen Parekh,Income
Kotak Mahindra Multi Asset Dynamic Asset Allocation Plan - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderate,2,13.16,10.42,13.74,1.59,144.36,1349.23,14.8,2500,1000,Atul Kumar,Blend
Bank of India Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Bank of India Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,11.65,7.1,4.38,0.35,475.29,304.63,3.6,1000,5000,Rahul Baijal,Index
UTI Equity Arbitrage Arbitrage Plan - Direct Plan - IDCW,UTI Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,-0.14,5.2,1.68,0.45,477.4,6047.63,11.1,500,5000,Ajay Tyagi,Growth
Quantum Value Thematic Plan - Regular Plan - Growth,Quantum Mutual Fund,Equity,Thematic,Value,Moderately High,4,4.27,7.62,9.22,0.58,452.04,740.74,5.6,2500,1000,Rahul Baijal,Growth
Quantum Consumption Sectoral Scheme - Direct Plan - Growth,Quantum Mutual Fund,Equity,Sectoral,Consumption,Very High,5,26.92,27.51,30.82,0.7,122.63,653.83,9.5,2500,500,Ajay Tyagi,GARP
Bank of India Regular Savings Conservative Hybrid Fund - Regular Plan - Growth,Bank of India Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,3,5.67,7.14,5.16,0.4,752.03,9606.87,19.9,1000,1000,Harsha Upadhyaya,Passive
Bank of India Corporate Credit Risk Plan - Regular Plan - Growth,Bank of India Mutual Fund,Debt,Credit Risk,Corporate,Moderate,2,7.82,5.54,2.09,0.91,506.26,1581.26,23.6,1000,5000,Kalpen Parekh,Active
Aditya Birla Sun Life High Yield Credit Risk Plan - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Debt,Credit Risk,High Yield,Moderate,2,3.41,9.03,7.49,0.54,577.83,1014.78,25.8,100,10000,Mahesh Patil,Passive
Motilal Oswal 10Y Gilt Long Duration Plan - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,3,11.87,4.28,7.57,0.42,738.06,296.15,13.8,500,5000,Vetri Subramaniam,GARP
Mirae Asset Tax Saver ELSS Scheme - Direct Plan - IDCW,Mirae Asset Mutual Fund,Equity,ELSS,Tax Saver,High,4,23.49,18.14,19.73,0.59,766.42,2142.14,19.3,1000,10000,Roshi Jain,Index
Union Discovery Mid Cap Scheme - Regular Plan - IDCW,Union Mutual Fund,Equity,Mid Cap,Discovery,High,4,20.2,14.27,13.47,1.45,407.22,419.75,22.0,5000,10000,R. Srinivasan,Growth
SBI Money Market Short Duration Fund - Direct Plan - IDCW,SBI Mutual Fund,Debt,Short Duration,Money Market,Low,1,2.96,5.15,8.74,0.48,177.05,303.15,7.5,100,10000,Taher Badshah,GARP
L&T Banking & PSU Medium Duration Fund - Direct Plan - IDCW,L&T Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,3.94,8.12,5.69,0.51,481.63,2293.24,5.6,1500,5000,Sankaran Naren,Active
ICICI Prudential Energy Sectoral Scheme - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity,Sectoral,Energy,High,3,32.27,27.8,27.81,1.23,350.18,2170.28,23.2,500,5000,Sailesh Raj Bhan,Growth
Canara Robeco Dynamic Multi Cap Plan - Regular Plan - Growth,Canara Robeco Mutual Fund,Equity,Multi Cap,Dynamic,High,3,17.15,16.45,17.58,1.15,649.62,929.27,23.1,5000,10000,Swarup Mohanty,Index
Invesco Corporate Bond Medium Duration Fund - Regular Plan - Growth,Invesco Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,4,12.44,8.42,11.21,0.97,219.04,2461.59,23.3,500,1000,Rajeev Thakkar,Blend
ICICI Prudential Senior Citizen Retirement Fund - Regular Plan - Growth,ICICI Prudential Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderate,3,8.67,6.63,3.08,0.95,131.35,676.53,4.3,1000,1000,Ashish Kela,Passive
Mirae Asset Discovery Small Cap Scheme - Regular Plan - Growth,Mirae Asset Mutual Fund,Equity,Small Cap,Discovery,Very High,4,27.95,30.21,26.26,1.05,141.8,857.58,10.4,1000,500,Chirag Setalvad,GARP
Aditya Birla Sun Life Income Conservative Hybrid Fund - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Hybrid,Conservative Hybrid,Income,Moderate,4,12.89,9.53,10.89,1.44,171.94,2004.99,29.7,100,5000,Ajay Tyagi,Income
Aditya Birla Sun Life Balanced Dynamic Asset Allocation Scheme - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,5,15.67,13.07,14.56,0.48,180.67,1166.77,11.7,1000,25000,Atul Kumar,Blend
SBI Equity Savings Aggressive Hybrid Plan - Direct Plan - Growth,SBI Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,5,7.08,14.87,17.23,1.43,138.8,2521.1,28.7,1500,1000,Kalpen Parekh,Value
Aditya Birla Sun Life Flexi Cap Multi Cap Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderate,3,11.91,18.07,19.1,1.0,287.71,1789.29,29.6,100,5000,Kalpen Parekh,GARP
Motilal Oswal Corporate Bond Medium Duration Plan - Direct Plan - Growth,Motilal Oswal Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,2,-1.97,5.22,9.05,0.89,281.94,8446.91,18.7,1500,5000,Neelesh Surana,Growth
Nippon India Corporate Bond Medium Duration Scheme - Regular Plan - Growth,Nippon India Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,3,16.07,8.87,13.71,0.91,728.36,2563.39,21.4,5000,1000,Vetri Subramaniam,Index
HDFC Sensex Index Fund Scheme - Direct Plan - Growth,HDFC Mutual Fund,Other,Index Fund,Sensex,Moderate,3,9.36,16.0,16.97,0.37,182.49,531.01,12.1,5000,500,Sohini Andani,Income
Sundaram Corporate Bond Medium Duration Fund - Regular Plan - IDCW,Sundaram Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,2,4.5,6.5,2.83,0.96,602.39,7957.07,13.9,5000,500,Varun Goel,Growth
Kotak Mahindra Equity Savings Aggressive Hybrid Scheme - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,4,7.84,13.38,18.14,0.74,576.41,97.43,4.7,1500,5000,Neelesh Surana,Value
SBI Tax Advantage ELSS Scheme - Direct Plan - Growth,SBI Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,3,12.8,17.72,17.22,0.74,450.73,527.41,26.2,500,500,Divam Sharma,Passive
ICICI Prudential IT Sectoral Plan - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Equity,Sectoral,IT,Very High,3,13.14,10.56,10.25,1.5,109.5,1442.14,24.3,2000,25000,Taher Badshah,Index
Tata 10Y Gilt Long Duration Fund - Direct Plan - Growth,Tata Mutual Fund,Debt,Long Duration,10Y Gilt,Moderately High,2,2.79,4.81,7.91,0.81,94.05,147.91,15.8,100,1000,Gopal Agrawal,Passive
IDFC Equity Arbitrage Arbitrage Scheme - Regular Plan - Growth,IDFC Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,4.68,5.75,9.8,0.66,456.42,407.25,8.2,1000,500,Sohini Andani,GARP
Mahindra Manulife Low Duration Short Duration Scheme - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Debt,Short Duration,Low Duration,Low,3,4.65,6.3,11.21,0.73,601.67,44.71,6.0,1000,10000,Swarup Mohanty,Active
UTI Growth Mid Cap Fund - Regular Plan - IDCW,UTI Mutual Fund,Equity,Mid Cap,Growth,Moderately High,5,28.61,29.35,33.17,0.64,410.61,25581.61,19.6,1500,10000,Harsha Upadhyaya,GARP
Mirae Asset Gilt Long Duration Scheme - Regular Plan - Growth,Mirae Asset Mutual Fund,Debt,Long Duration,Gilt,Moderate,3,17.17,9.34,5.5,0.42,111.22,231.21,22.1,500,5000,Gopal Agrawal,Value
Canara Robeco Bluechip Large Cap Fund - Direct Plan - IDCW,Canara Robeco Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,4,24.87,20.55,21.03,1.11,77.88,10047.87,12.6,2500,5000,Pranav Gokhale,GARP
Nippon India Money Market Short Duration Fund - Direct Plan - Growth,Nippon India Mutual Fund,Debt,Short Duration,Money Market,Low,2,12.26,5.85,9.92,0.69,305.24,360.73,7.4,100,5000,Prashant Jain,Passive
ICICI Prudential Consumption Sectoral Plan - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Sectoral,Consumption,High,1,2.01,4.7,4.31,2.41,256.22,11019.24,27.1,1000,10000,Shreyash Devalkar,Active
Bandhan Dynamic Multi Cap Plan - Regular Plan - Growth,Bandhan Mutual Fund,Equity,Multi Cap,Dynamic,Moderate,3,12.5,12.2,13.93,0.47,183.08,55.94,21.5,2000,25000,Vinay Sharma,GARP
Quantum Corporate Bond Medium Duration Scheme - Direct Plan - IDCW,Quantum Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,1,11.95,5.64,3.57,0.81,625.69,502.55,28.9,100,1000,Pranav Gokhale,Index
Bandhan Corporate Bond Medium Duration Plan - Direct Plan - Growth,Bandhan Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,4.82,7.46,9.24,0.62,354.62,8.37,11.2,1000,1000,Chandraprakash Padiyar,Income
DSP International Fund of Funds Scheme - Regular Plan - IDCW,DSP Mutual Fund,Other,Fund of Funds,International,Moderately High,2,6.33,4.89,6.71,1.42,625.92,26059.4,19.5,500,5000,Chirag Setalvad,Passive
Parag Parikh Value Thematic Scheme - Regular Plan - Growth,Parag Parikh Mutual Fund,Equity,Thematic,Value,High,4,9.31,15.09,18.9,1.75,607.97,1275.51,4.9,1000,25000,Niket Shah,Index
JM Financial Opportunities Mid Cap Plan - Direct Plan - IDCW,JM Financial Mutual Fund,Equity,Mid Cap,Opportunities,High,4,17.02,13.42,10.02,1.52,556.27,28748.22,14.0,500,500,Rajeev Thakkar,Blend
Motilal Oswal Tax Saver ELSS Fund - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Equity,ELSS,Tax Saver,High,5,12.05,14.93,16.93,0.67,664.62,387.84,21.7,1500,25000,Sohini Andani,Value
Union Money Market Short Duration Scheme - Regular Plan - Growth,Union Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,2.01,6.99,3.57,0.34,297.77,2604.1,23.9,500,5000,Sohini Andani,Growth
Bank of India Balanced Dynamic Asset Allocation Fund - Direct Plan - Growth,Bank of India Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,10.05,17.11,12.23,1.38,229.2,2541.28,3.5,500,1000,Kalpen Parekh,Passive
Union Money Market Short Duration Plan - Regular Plan - Growth,Union Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,1,7.42,5.3,8.64,0.3,745.25,55.73,16.2,2500,500,Varun Goel,Passive
Bank of India Education Children's Fund Scheme - Direct Plan - Growth,Bank of India Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,2,10.96,9.29,8.33,1.25,487.88,4069.85,11.6,100,10000,Pranav Gokhale,Income
Invesco Micro Cap Small Cap Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Equity,Small Cap,Micro Cap,High,4,31.3,29.32,28.71,1.33,767.97,1077.7,22.1,500,10000,Rahul Baijal,Blend
Bandhan Emerging Small Cap Plan - Direct Plan - Growth,Bandhan Mutual Fund,Equity,Small Cap,Emerging,Very High,3,21.1,13.49,15.75,2.06,248.66,4081.9,9.2,1500,10000,Nimesh Chandan,Income
