Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
ICICI Prudential Education Children's Fund Plan - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,4,12.27,9.41,10.24,1.01,688.61,960.2,3.5,1000,5000,Chirag Setalvad,Blend,0.31103074141048825,0.1680094786729858,0.2378280905630134,0.3807531380753138,0.1016949152542373,0.003826973118386883,37.47,1759
JM Financial Flexi Cap Multi Cap Plan - Regular Plan - IDCW,JM Financial Mutual Fund,Equity,Multi Cap,Flexi Cap,High,3,18.0,21.59,17.1,1.86,707.5,2702.29,4.2,1000,5000,Sailesh Raj Bhan,GARP,0.4146473779385172,0.4566350710900473,0.37527549589260667,0.7364016736401674,0.12542372881355932,0.010795429840566188,37.47,1760
Baroda BNP Paribas Senior Citizen Retirement Fund - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderately High,2,14.0,6.72,6.95,0.73,68.87,690.94,15.3,100,10000,Mahesh Patil,Income,0.34231464737793854,0.10426540284360189,0.1719094369865758,0.2635983263598326,0.5016949152542374,0.002749918168864184,37.47,1761
L&T Multi Asset Dynamic Asset Allocation Plan - Direct Plan - Growth,L&T Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderately High,3,8.8,15.11,15.17,1.54,749.44,2888.18,16.3,2500,500,Jinesh Gopani,Active,0.2482820976491863,0.3030805687203791,0.3366058906030855,0.602510460251046,0.5355932203389832,0.01153900016132224,37.45,1762
Quantum 10Y Gilt Long Duration Fund - Direct Plan - IDCW,Quantum Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,3,7.58,8.11,6.48,0.86,782.45,5405.4,13.1,500,10000,Gopal Agrawal,Growth,0.22622061482820977,0.13720379146919431,0.16249248647565617,0.3179916317991632,0.4271186440677966,0.02160801991931648,37.45,1763
Parag Parikh Balanced Dynamic Asset Allocation Fund - Direct Plan - Growth,Parag Parikh Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,3,6.01,8.77,5.87,1.09,23.53,488.73,20.3,1000,10000,Nimesh Chandan,Growth,0.19783001808318262,0.1528436018957346,0.15027048687637745,0.41422594142259417,0.6711864406779662,0.0019410669420091553,37.44,1764
Kotak Mahindra Dynamic Bond Long Duration Scheme - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderately High,2,3.48,6.64,2.31,0.53,164.7,33227.74,18.5,1000,10000,Ankit Agarwal,Blend,0.15207956600361663,0.1023696682464455,0.07894209577239028,0.1799163179916318,0.6101694915254238,0.13289892463707395,37.41,1765
Baroda BNP Paribas Corporate Bond Medium Duration Plan - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,2.66,5.68,0.88,0.84,325.6,2328.03,24.6,1000,5000,Shreyash Devalkar,Active,0.137251356238698,0.07962085308056871,0.050290522941294324,0.30962343096234307,0.816949152542373,0.009298369061362574,37.41,1766
Edelweiss Corporate Credit Risk Scheme - Direct Plan - IDCW,Edelweiss Mutual Fund,Debt,Credit Risk,Corporate,Moderate,3,14.41,8.82,10.52,1.23,193.46,242.66,15.4,500,5000,Rahul Baijal,Growth,0.34972875226039785,0.15402843601895735,0.24343818873973144,0.4728033472803347,0.5050847457627119,0.0009567732800131266,37.39,1767
Kotak Mahindra Corporate Bond Medium Duration Plan - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,1,7.14,5.18,3.27,0.56,617.63,814.61,24.4,2000,25000,Mahesh Patil,Growth,0.21826401446654609,0.06777251184834124,0.0981767180925666,0.19246861924686193,0.8101694915254237,0.0032446050351178876,37.38,1768
Sundaram High Yield Credit Risk Fund - Regular Plan - Growth,Sundaram Mutual Fund,Debt,Credit Risk,High Yield,Moderate,3,10.35,8.42,5.43,0.9,39.25,57902.45,7.2,1500,500,Sailesh Raj Bhan,Blend,0.2763110307414105,0.14454976303317535,0.1414546183129633,0.33472803347280333,0.2271186440677966,0.2315991345959882,37.36,1769
Parag Parikh Corporate Bond Medium Duration Scheme - Direct Plan - Growth,Parag Parikh Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,2,3.85,7.8,10.9,0.97,376.47,3601.52,21.2,500,10000,Vetri Subramaniam,Passive,0.15877034358047015,0.12985781990521328,0.2510518934081346,0.3640167364016736,0.7016949152542373,0.014392399766508761,37.35,1770
Mahindra Manulife Balanced Dynamic Asset Allocation Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderately High,3,7.21,11.92,14.29,1.38,203.05,1987.34,21.8,500,1000,Divam Sharma,Value,0.21952983725135622,0.22748815165876776,0.3189741534762572,0.5355648535564853,0.7220338983050848,0.007935590145991227,37.35,1771
Franklin Templeton 10Y Gilt Long Duration Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Debt,Long Duration,10Y Gilt,Moderately High,2,9.45,9.97,12.21,0.75,350.09,1342.66,11.3,1000,10000,Varun Goel,Value,0.26003616636528026,0.18127962085308058,0.27729913844920856,0.2719665271966527,0.36610169491525424,0.005356834352860818,37.33,1772
Invesco Regular Savings Conservative Hybrid Fund - Regular Plan - Growth,Invesco Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,2,5.21,8.76,4.38,0.49,716.87,209.6,2.4,500,5000,Prashant Jain,Income,0.1833634719710669,0.15260663507109004,0.12041675015027047,0.1631799163179916,0.06440677966101695,0.0008245314444964496,37.33,1773
JM Financial Corporate Bond Medium Duration Fund - Regular Plan - Growth,JM Financial Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,4.6,7.28,5.44,0.37,298.5,960.89,3.4,1500,5000,Varun Goel,Value,0.17233273056057866,0.1175355450236967,0.1416549789621318,0.11297071129707112,0.09830508474576272,0.0038297331566962147,37.31,1774
Nippon India MNC Thematic Plan - Direct Plan - Growth,Nippon India Mutual Fund,Equity,Thematic,MNC,High,3,12.32,13.76,16.84,1.79,184.6,138.31,29.7,1000,500,Nimesh Chandan,Blend,0.3119349005424955,0.2710900473933649,0.37006611901422554,0.7071129707112971,0.9898305084745762,0.0005393674864207116,37.29,1775
Nippon India Banking & PSU Medium Duration Plan - Direct Plan - Growth,Nippon India Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,3,7.22,8.22,8.77,0.86,491.52,1147.35,7.1,500,5000,Jinesh Gopani,Index,0.21971066907775766,0.1398104265402844,0.2083750751352434,0.3179916317991632,0.223728813559322,0.004575583509099106,37.28,1776
Baroda BNP Paribas Focused Large Cap Plan - Regular Plan - Growth,Baroda BNP Paribas Mutual Fund,Equity,Large Cap,Focused,Moderate,3,1.64,9.01,9.75,0.89,30.69,640.95,17.7,2000,5000,Pranav Gokhale,Passive,0.11880650994575044,0.1585308056872038,0.22801041875375672,0.3305439330543933,0.5830508474576271,0.00254995539338086,37.28,1777
Parag Parikh Growth Mid Cap Scheme - Regular Plan - Growth,Parag Parikh Mutual Fund,Equity,Mid Cap,Growth,High,3,15.97,15.53,12.23,1.68,391.62,539.34,17.4,2000,5000,Ajay Tyagi,Blend,0.37793851717902355,0.31303317535545017,0.2776998597475456,0.6610878661087866,0.5728813559322034,0.0021435097519153564,37.27,1778
PGIM India Money Market Short Duration Plan - Direct Plan - IDCW,PGIM India Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,5.92,6.0,5.87,0.46,537.0,90.23,2.4,2500,10000,Ankit Agarwal,Income,0.1962025316455696,0.08720379146919433,0.15027048687637745,0.1506276150627615,0.06440677966101695,0.00034704481698205977,37.27,1779
Franklin Templeton Balanced Dynamic Asset Allocation Scheme - Regular Plan - Growth,Franklin Templeton Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,2,9.16,11.82,14.74,1.03,153.29,330.28,11.9,1000,5000,Pranav Gokhale,Active,0.25479204339963835,0.2251184834123223,0.32799038268883984,0.3891213389121339,0.3864406779661017,0.001307258144743049,37.21,1780
JM Financial Banking Sectoral Fund - Direct Plan - IDCW,JM Financial Mutual Fund,Equity,Sectoral,Banking,Very High,3,18.29,21.3,22.15,1.47,666.66,820.56,1.0,500,5000,R. Srinivasan,Blend,0.4198915009041591,0.4497630331753554,0.47645762372270073,0.5732217573221757,0.01694915254237288,0.0032684053654664725,37.21,1781
Invesco Dynamic Bond Long Duration Plan - Direct Plan - Growth,Invesco Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderately High,4,6.01,8.42,12.86,0.94,342.06,257.01,13.1,1500,500,Jinesh Gopani,Growth,0.19783001808318262,0.14454976303317535,0.2903225806451612,0.3514644351464435,0.4271186440677966,0.0010141740767361852,37.2,1782
SBI Corporate Bond Medium Duration Fund - Direct Plan - Growth,SBI Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,2,6.31,7.8,8.28,0.96,139.8,336.53,23.9,1500,5000,Manish Gunwani,Blend,0.20325497287522604,0.12985781990521328,0.19855740332598676,0.3598326359832636,0.7932203389830509,0.0013322584917478655,37.16,1783
L&T Banking & PSU Medium Duration Fund - Direct Plan - IDCW,L&T Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,3.94,8.12,5.69,0.51,481.63,2293.24,5.6,1500,5000,Sankaran Naren,Active,0.16039783001808317,0.13744075829383884,0.1466639951913444,0.17154811715481172,0.17288135593220336,0.009159207129794962,37.15,1784
Union IT Sectoral Scheme - Regular Plan - Growth,Union Mutual Fund,Equity,Sectoral,IT,Very High,3,16.87,14.03,11.93,1.65,60.19,619.46,28.1,100,1000,Neelesh Surana,Index,0.39421338155515373,0.2774881516587677,0.2716890402724904,0.6485355648535565,0.9355932203389832,0.002463994200239499,37.09,1785
JM Financial Balanced Advantage Aggressive Hybrid Scheme - Regular Plan - Growth,JM Financial Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,2,18.12,11.29,15.99,1.2,121.26,6815.39,11.3,500,25000,Sailesh Raj Bhan,Income,0.4168173598553346,0.2125592417061611,0.35303546383490275,0.4602510460251046,0.36610169491525424,0.02724805820304786,37.08,1786
Quantum Gift Children's Fund Plan - Regular Plan - Growth,Quantum Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,3,7.45,9.77,6.31,1.16,768.47,7484.04,16.8,1000,500,Sankaran Naren,Passive,0.22386980108499094,0.17654028436018956,0.1590863554397916,0.44351464435146437,0.552542372881356,0.02992269532701114,37.07,1787
L&T Banking & PSU Medium Duration Fund - Direct Plan - Growth,L&T Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,3,2.98,6.59,11.43,0.59,716.13,945.05,7.3,2500,5000,Harsha Upadhyaya,Index,0.1430379746835443,0.10118483412322274,0.26167100781406527,0.20502092050209203,0.23050847457627116,0.003766372277247208,37.05,1788
Bandhan Flexi Cap Multi Cap Scheme - Regular Plan - Growth,Bandhan Mutual Fund,Equity,Multi Cap,Flexi Cap,High,4,17.38,10.74,7.14,1.26,477.74,275.14,9.9,2500,500,R. Srinivasan,Value,0.4034358047016275,0.19952606635071088,0.17571628932077737,0.4853556485355648,0.3186440677966102,0.0010866950833277565,37.05,1789
Bank of India Multi Asset Dynamic Asset Allocation Fund - Direct Plan - IDCW,Bank of India Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderate,2,9.36,11.26,15.59,1.4,743.17,4744.52,24.0,1500,500,Vetri Subramaniam,Active,0.25840867992766725,0.21184834123222748,0.34502103786816263,0.5439330543933054,0.7966101694915255,0.01896446322674959,37.05,1790
Invesco Dynamic Multi Cap Scheme - Regular Plan - IDCW,Invesco Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,4,9.08,13.48,13.67,1.3,756.4,1980.22,6.3,500,25000,Anish Tawakley,Active,0.2533453887884268,0.2644549763033175,0.30655179322781,0.502092050209205,0.1966101694915254,0.00790710975068334,37.04,1791
ICICI Prudential Equity Arbitrage Arbitrage Fund - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,0.56,5.83,3.5,0.61,124.78,116.62,18.5,5000,10000,Chirag Setalvad,GARP,0.0992766726943942,0.08317535545023697,0.10278501302344217,0.21338912133891214,0.6101694915254238,0.00045260628217519666,37.02,1792
Quantum Value Thematic Plan - Regular Plan - Growth,Quantum Mutual Fund,Equity,Thematic,Value,Moderately High,4,4.27,7.62,9.22,0.58,452.04,740.74,5.6,2500,1000,Rahul Baijal,Growth,0.1663652802893309,0.12559241706161137,0.21739130434782605,0.20083682008368198,0.17288135593220336,0.002949120933798561,37.01,1793
UTI High Yield Credit Risk Fund - Regular Plan - Growth,UTI Mutual Fund,Debt,Credit Risk,High Yield,Moderate,3,14.57,9.25,5.47,1.31,389.17,40.94,15.5,500,10000,Sohini Andani,Value,0.352622061482821,0.164218009478673,0.14225606090963733,0.5062761506276151,0.5084745762711865,0.00014988208036327544,36.98,1794
Nippon India Corporate Credit Risk Fund - Direct Plan - IDCW,Nippon India Mutual Fund,Debt,Credit Risk,Corporate,Moderate,4,1.87,7.41,8.14,0.78,737.68,15263.41,11.0,500,500,Chirag Setalvad,Growth,0.12296564195298372,0.12061611374407583,0.1957523542376277,0.28451882845188287,0.3559322033898305,0.061040607243628545,36.96,1795
IDFC Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,IDFC Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,11.89,4.02,0.85,0.58,698.65,902.79,4.4,2500,25000,Amit Ganatra,Growth,0.30415913200723327,0.04028436018957345,0.04968944099378881,0.20083682008368198,0.13220338983050847,0.0035973299309394412,36.94,1796
Sundaram Contra Thematic Fund - Direct Plan - IDCW,Sundaram Mutual Fund,Equity,Thematic,Contra,High,4,15.47,13.7,18.09,1.61,67.2,756.72,14.1,1000,1000,Atul Kumar,GARP,0.36889692585895123,0.2696682464454976,0.39511120016028844,0.6317991631799164,0.4610169491525423,0.0030130418210204757,36.92,1797
IDFC Corporate Credit Risk Fund - Regular Plan - Growth,IDFC Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,10.14,6.26,1.51,0.85,625.93,170.96,17.1,500,1000,Anish Tawakley,Value,0.2725135623869801,0.0933649289099526,0.06291324383891003,0.3138075313807531,0.5627118644067798,0.0006699692991738726,36.89,1798
Aditya Birla Sun Life Money Market Short Duration Fund - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Debt,Short Duration,Money Market,Low,1,6.92,5.75,8.21,0.66,736.56,599.36,13.1,1000,500,Rahul Baijal,Income,0.2142857142857143,0.08127962085308058,0.19715487878180726,0.23430962343096234,0.4271186440677966,0.0023835930842720098,36.88,1799
Franklin Templeton Equity Savings Aggressive Hybrid Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,3,20.13,14.2,12.79,1.7,561.34,2069.91,16.2,100,10000,Ankit Agarwal,Passive,0.45316455696202534,0.2815165876777251,0.2889200561009817,0.6694560669456067,0.5322033898305085,0.008265874730341257,36.86,1800
Edelweiss Multi Asset Dynamic Asset Allocation Scheme - Regular Plan - IDCW,Edelweiss Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderately High,2,4.87,11.77,12.27,0.98,703.18,2415.85,17.0,5000,1000,Divam Sharma,Growth,0.17721518987341772,0.2239336492890995,0.27850130234421955,0.36820083682008364,0.5593220338983051,0.00964965393719665,36.85,1801
Baroda BNP Paribas Money Market Short Duration Scheme - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,1,7.85,4.27,7.33,0.37,533.99,82.38,13.1,2000,10000,Ajay Tyagi,Income,0.2311030741410488,0.04620853080568719,0.17952314165497896,0.11297071129707112,0.4271186440677966,0.0003156443811440103,36.82,1802
Tata Corporate Bond Medium Duration Fund - Regular Plan - Growth,Tata Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,4,0.07,6.15,8.19,0.75,304.16,2291.97,10.0,500,5000,Rahul Baijal,Passive,0.09041591320072333,0.09075829383886258,0.1967541574834702,0.2719665271966527,0.3220338983050847,0.009154127059283583,36.81,1803
Bandhan Low Duration Short Duration Fund - Regular Plan - Growth,Bandhan Mutual Fund,Debt,Short Duration,Low Duration,Low,1,4.69,4.79,7.71,0.49,433.01,3104.9,12.6,500,10000,Chirag Setalvad,Growth,0.1739602169981917,0.05853080568720379,0.18713684632338207,0.1631799163179916,0.4101694915254237,0.01240589219378365,36.81,1804
Franklin Templeton Equity Arbitrage Arbitrage Plan - Regular Plan - Growth,Franklin Templeton Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,4,-0.64,6.095,5.77,0.68,225.78,3073.08,2.8,2500,25000,Prashant Jain,Blend,0.07757685352622061,0.08945497630331753,0.1482668803846924,0.24267782426778245,0.07796610169491525,0.01227861042711273,36.81,1805
Mahindra Manulife Income Conservative Hybrid Scheme - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,2,4.77,6.48,2.12,0.57,635.98,466.83,10.4,100,5000,Shreyash Devalkar,Blend,0.17540687160940324,0.09857819905213272,0.07513524343818873,0.19665271966527192,0.33559322033898303,0.0018534657261042784,36.8,1806
Union Bluechip Large Cap Plan - Regular Plan - Growth,Union Mutual Fund,Equity,Large Cap,Bluechip,Moderate,3,0.55,8.2,3.28,0.47,197.68,246.59,7.0,1000,25000,Sohini Andani,Value,0.09909584086799277,0.13933649289099526,0.0983770787417351,0.15481171548117154,0.22033898305084745,0.0009724934982097552,36.79,1807
Tata Corporate Credit Risk Fund - Regular Plan - IDCW,Tata Mutual Fund,Debt,Credit Risk,Corporate,Moderate,4,2.6,8.64,8.219999999999999,0.62,36.88,2835.55,2.1,2500,5000,Ajay Tyagi,Active,0.13616636528028933,0.14976303317535547,0.19735523943097572,0.2175732217573222,0.054237288135593226,0.011328477239264082,36.77,1808
DSP Ultra Short Liquid Plan - Direct Plan - Growth,DSP Mutual Fund,Debt,Liquid,Ultra Short,Low,3,2.65,3.58,4.21,0.31,471.84,1078.9,0.8,1500,10000,Manish Gunwani,Active,0.13707052441229656,0.02985781990521328,0.11701061911440591,0.08786610878661089,0.010169491525423732,0.004301779708702358,36.76,1809
Quantum ESG Thematic Scheme - Regular Plan - Growth,Quantum Mutual Fund,Equity,Thematic,ESG,High,3,14.81,10.42,12.55,1.54,314.68,54.46,27.3,500,10000,Amit Ganatra,Blend,0.3569620253164557,0.1919431279620853,0.28411140052093764,0.602510460251046,0.9084745762711866,0.00020396283100409436,36.73,1810
HDFC Equity Arbitrage Arbitrage Plan - Direct Plan - IDCW,HDFC Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,-0.35,5.36,8.94,0.45,529.81,214.3,15.1,500,1000,Vinay Sharma,Value,0.08282097649186256,0.07203791469194315,0.21178120617110796,0.14644351464435146,0.49491525423728816,0.0008433317054440717,36.72,1811
Quant International Fund of Funds Scheme - Regular Plan - IDCW,Quant Mutual Fund,Other,Fund of Funds,International,Moderately High,3,7.8,10.23,12.33,0.74,667.95,15211.27,3.7,1000,10000,Vinay Sharma,GARP,0.2301989150090416,0.18744075829383888,0.2797034662392306,0.26778242677824265,0.10847457627118644,0.060832044348775566,36.68,1812
Franklin Templeton Senior Citizen Retirement Scheme - Direct Plan - IDCW,Franklin Templeton Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderately High,3,5.82,7.86,12.15,0.47,81.15,1783.06,4.9,500,5000,Prashant Jain,GARP,0.19439421338155516,0.1312796208530806,0.2760969745541975,0.15481171548117154,0.14915254237288136,0.007118458804208202,36.68,1813
PGIM India Corporate Credit Risk Plan - Regular Plan - IDCW,PGIM India Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,11.94,6.63,2.47,1.27,87.15,1282.76,26.5,1000,1000,Pranav Gokhale,Active,0.3050632911392405,0.10213270142180095,0.08214786615908634,0.4895397489539749,0.8813559322033899,0.005117231027166657,36.67,1814
Franklin Templeton 10Y Gilt Long Duration Scheme - Direct Plan - IDCW,Franklin Templeton Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,3,5.16,5.42,4.71,0.37,92.08,527.2,6.3,5000,500,Sailesh Raj Bhan,Growth,0.18245931283905967,0.07345971563981044,0.12702865157283108,0.11297071129707112,0.1966101694915254,0.002094949077893201,36.61,1815
DSP Pharma Sectoral Plan - Regular Plan - IDCW,DSP Mutual Fund,Equity,Sectoral,Pharma,Very High,4,12.63,14.65,11.79,1.67,358.79,1060.34,24.4,500,500,R. Srinivasan,Blend,0.31754068716094036,0.29218009478672985,0.26888399118413137,0.6569037656903766,0.8101694915254237,0.004227538678236853,36.61,1816
Bandhan Gift Children's Fund Fund - Regular Plan - Growth,Bandhan Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,4,9.7,12.42,8.49,1.45,55.7,173.7,9.3,2000,25000,Ajay Tyagi,Passive,0.2645569620253164,0.23933649289099526,0.2027649769585253,0.5648535564853556,0.2983050847457627,0.000680929451300784,36.6,1817
HSBC Overnight Liquid Plan - Direct Plan - IDCW,HSBC Mutual Fund,Debt,Liquid,Overnight,Low,2,4.6,3.76,4.21,0.26,649.32,628.82,2.2,500,25000,Mahesh Patil,Index,0.17233273056057866,0.034123222748815164,0.11701061911440591,0.06694560669456066,0.057627118644067804,0.0025014347199139126,36.6,1818
